period,category_id,category_name,ratio,data_source
2026-01-17,50000194,베이스메이크업,62.3356,DEMO_SIMULATION
2026-01-18,50000194,베이스메이크업,73.6125,DEMO_SIMULATION
2026-01-19,50000194,베이스메이크업,74.2696,DEMO_SIMULATION
2026-01-20,50000194,베이스메이크업,62.3028,DEMO_SIMULATION
2026-01-21,50000194,베이스메이크업,66.4079,DEMO_SIMULATION
2026-01-22,50000194,베이스메이크업,65.0156,DEMO_SIMULATION
2026-01-23,50000194,베이스메이크업,70.4209,DEMO_SIMULATION
2026-01-24,50000194,베이스메이크업,66.0897,DEMO_SIMULATION
2026-01-25,50000194,베이스메이크업,71.6466,DEMO_SIMULATION
2026-01-26,50000194,베이스메이크업,73.6431,DEMO_SIMULATION
2026-01-27,50000194,베이스메이크업,64.5176,DEMO_SIMULATION
2026-01-28,50000194,베이스메이크업,67.6504,DEMO_SIMULATION
2026-01-29,50000194,베이스메이크업,68.1899,DEMO_SIMULATION
2026-01-30,50000194,베이스메이크업,68.0813,DEMO_SIMULATION
2026-01-31,50000194,베이스메이크업,62.2923,DEMO_SIMULATION
2026-02-01,50000194,베이스메이크업,79.0684,DEMO_SIMULATION
2026-02-02,50000194,베이스메이크업,78.0414,DEMO_SIMULATION
2026-02-03,50000194,베이스메이크업,70.9358,DEMO_SIMULATION
2026-02-04,50000194,베이스메이크업,75.5743,DEMO_SIMULATION
2026-02-05,50000194,베이스메이크업,75.6759,DEMO_SIMULATION
2026-02-06,50000194,베이스메이크업,74.3882,DEMO_SIMULATION
2026-02-07,50000194,베이스메이크업,72.3057,DEMO_SIMULATION
2026-02-08,50000194,베이스메이크업,83.5549,DEMO_SIMULATION
2026-02-09,50000194,베이스메이크업,77.9882,DEMO_SIMULATION
2026-02-10,50000194,베이스메이크업,75.5582,DEMO_SIMULATION
2026-02-11,50000194,베이스메이크업,78.4692,DEMO_SIMULATION
2026-02-12,50000194,베이스메이크업,72.3082,DEMO_SIMULATION
2026-02-13,50000194,베이스메이크업,71.9038,DEMO_SIMULATION
2026-02-14,50000194,베이스메이크업,78.2179,DEMO_SIMULATION
2026-02-15,50000194,베이스메이크업,84.8047,DEMO_SIMULATION
2026-02-16,50000194,베이스메이크업,84.4359,DEMO_SIMULATION
2026-02-17,50000194,베이스메이크업,74.5337,DEMO_SIMULATION
2026-02-18,50000194,베이스메이크업,73.2412,DEMO_SIMULATION
2026-02-19,50000194,베이스메이크업,74.7578,DEMO_SIMULATION
2026-02-20,50000194,베이스메이크업,76.6489,DEMO_SIMULATION
2026-02-21,50000194,베이스메이크업,74.7458,DEMO_SIMULATION
2026-02-22,50000194,베이스메이크업,77.4804,DEMO_SIMULATION
2026-02-23,50000194,베이스메이크업,84.099,DEMO_SIMULATION
2026-02-24,50000194,베이스메이크업,73.3076,DEMO_SIMULATION
2026-02-25,50000194,베이스메이크업,77.6143,DEMO_SIMULATION
2026-02-26,50000194,베이스메이크업,77.9736,DEMO_SIMULATION
2026-02-27,50000194,베이스메이크업,78.7259,DEMO_SIMULATION
2026-02-28,50000194,베이스메이크업,75.4301,DEMO_SIMULATION
2026-03-01,50000194,베이스메이크업,100.0,DEMO_SIMULATION
2026-03-02,50000194,베이스메이크업,98.2627,DEMO_SIMULATION
2026-03-03,50000194,베이스메이크업,93.2993,DEMO_SIMULATION
2026-03-04,50000194,베이스메이크업,93.0138,DEMO_SIMULATION
2026-03-05,50000194,베이스메이크업,96.8822,DEMO_SIMULATION
2026-03-06,50000194,베이스메이크업,97.9885,DEMO_SIMULATION
2026-03-07,50000194,베이스메이크업,98.6722,DEMO_SIMULATION
2026-03-08,50000194,베이스메이크업,84.8717,DEMO_SIMULATION
2026-03-09,50000194,베이스메이크업,86.9615,DEMO_SIMULATION
2026-03-10,50000194,베이스메이크업,79.6544,DEMO_SIMULATION
2026-03-11,50000194,베이스메이크업,81.0453,DEMO_SIMULATION
2026-03-12,50000194,베이스메이크업,74.9589,DEMO_SIMULATION
2026-03-13,50000194,베이스메이크업,80.9662,DEMO_SIMULATION
2026-03-14,50000194,베이스메이크업,80.5721,DEMO_SIMULATION
2026-03-15,50000194,베이스메이크업,84.3926,DEMO_SIMULATION
2026-03-16,50000194,베이스메이크업,81.8036,DEMO_SIMULATION
2026-03-17,50000194,베이스메이크업,82.1305,DEMO_SIMULATION
2026-03-18,50000194,베이스메이크업,76.7085,DEMO_SIMULATION
2026-03-19,50000194,베이스메이크업,80.8844,DEMO_SIMULATION
2026-03-20,50000194,베이스메이크업,76.845,DEMO_SIMULATION
2026-03-21,50000194,베이스메이크업,77.6907,DEMO_SIMULATION
2026-03-22,50000194,베이스메이크업,89.1028,DEMO_SIMULATION
2026-03-23,50000194,베이스메이크업,83.096,DEMO_SIMULATION
2026-03-24,50000194,베이스메이크업,76.8557,DEMO_SIMULATION
2026-03-25,50000194,베이스메이크업,80.5008,DEMO_SIMULATION
2026-03-26,50000194,베이스메이크업,74.3763,DEMO_SIMULATION
2026-03-27,50000194,베이스메이크업,78.7523,DEMO_SIMULATION
2026-03-28,50000194,베이스메이크업,78.2468,DEMO_SIMULATION
2026-03-29,50000194,베이스메이크업,83.6337,DEMO_SIMULATION
2026-03-30,50000194,베이스메이크업,89.1179,DEMO_SIMULATION
2026-03-31,50000194,베이스메이크업,77.4009,DEMO_SIMULATION
2026-04-01,50000194,베이스메이크업,73.0404,DEMO_SIMULATION
2026-04-02,50000194,베이스메이크업,72.6953,DEMO_SIMULATION
2026-04-03,50000194,베이스메이크업,70.8473,DEMO_SIMULATION
2026-04-04,50000194,베이스메이크업,72.5074,DEMO_SIMULATION
2026-04-05,50000194,베이스메이크업,80.4019,DEMO_SIMULATION
2026-04-06,50000194,베이스메이크업,82.3762,DEMO_SIMULATION
2026-04-07,50000194,베이스메이크업,76.4481,DEMO_SIMULATION
2026-04-08,50000194,베이스메이크업,72.1934,DEMO_SIMULATION
2026-04-09,50000194,베이스메이크업,72.5345,DEMO_SIMULATION
2026-04-10,50000194,베이스메이크업,72.4183,DEMO_SIMULATION
2026-04-11,50000194,베이스메이크업,76.6312,DEMO_SIMULATION
2026-04-12,50000194,베이스메이크업,80.494,DEMO_SIMULATION
2026-04-13,50000194,베이스메이크업,79.7861,DEMO_SIMULATION
2026-04-14,50000194,베이스메이크업,79.3425,DEMO_SIMULATION
2026-04-15,50000194,베이스메이크업,74.7045,DEMO_SIMULATION
2026-04-16,50000194,베이스메이크업,72.9897,DEMO_SIMULATION
2026-04-17,50000194,베이스메이크업,77.3858,DEMO_SIMULATION
2026-04-18,50000194,베이스메이크업,74.2728,DEMO_SIMULATION
2026-04-19,50000194,베이스메이크업,82.0209,DEMO_SIMULATION
2026-04-20,50000194,베이스메이크업,78.0149,DEMO_SIMULATION
2026-04-21,50000194,베이스메이크업,78.709,DEMO_SIMULATION
2026-04-22,50000194,베이스메이크업,78.8676,DEMO_SIMULATION
2026-04-23,50000194,베이스메이크업,79.1911,DEMO_SIMULATION
2026-04-24,50000194,베이스메이크업,79.2682,DEMO_SIMULATION
2026-04-25,50000194,베이스메이크업,73.2851,DEMO_SIMULATION
2026-04-26,50000194,베이스메이크업,86.0324,DEMO_SIMULATION
2026-04-27,50000194,베이스메이크업,79.4576,DEMO_SIMULATION
2026-04-28,50000194,베이스메이크업,79.4524,DEMO_SIMULATION
2026-04-29,50000194,베이스메이크업,77.2007,DEMO_SIMULATION
2026-04-30,50000194,베이스메이크업,76.1637,DEMO_SIMULATION
2026-05-01,50000194,베이스메이크업,62.7182,DEMO_SIMULATION
2026-05-02,50000194,베이스메이크업,64.7082,DEMO_SIMULATION
2026-05-03,50000194,베이스메이크업,73.8403,DEMO_SIMULATION
2026-05-04,50000194,베이스메이크업,76.1475,DEMO_SIMULATION
2026-05-05,50000194,베이스메이크업,62.7087,DEMO_SIMULATION
2026-05-06,50000194,베이스메이크업,70.0887,DEMO_SIMULATION
2026-05-07,50000194,베이스메이크업,66.2108,DEMO_SIMULATION
2026-05-08,50000194,베이스메이크업,63.313,DEMO_SIMULATION
2026-05-09,50000194,베이스메이크업,66.151,DEMO_SIMULATION
2026-05-10,50000194,베이스메이크업,71.9536,DEMO_SIMULATION
2026-05-11,50000194,베이스메이크업,71.636,DEMO_SIMULATION
2026-05-12,50000194,베이스메이크업,67.529,DEMO_SIMULATION
2026-05-13,50000194,베이스메이크업,65.7,DEMO_SIMULATION
2026-05-14,50000194,베이스메이크업,68.3915,DEMO_SIMULATION
2026-05-15,50000194,베이스메이크업,63.1618,DEMO_SIMULATION
2026-05-16,50000194,베이스메이크업,65.1591,DEMO_SIMULATION
2026-05-17,50000194,베이스메이크업,71.8134,DEMO_SIMULATION
2026-05-18,50000194,베이스메이크업,75.4064,DEMO_SIMULATION
2026-05-19,50000194,베이스메이크업,70.6602,DEMO_SIMULATION
2026-05-20,50000194,베이스메이크업,68.694,DEMO_SIMULATION
2026-05-21,50000194,베이스메이크업,70.4888,DEMO_SIMULATION
2026-05-22,50000194,베이스메이크업,66.2077,DEMO_SIMULATION
2026-05-23,50000194,베이스메이크업,68.2008,DEMO_SIMULATION
2026-05-24,50000194,베이스메이크업,71.052,DEMO_SIMULATION
2026-05-25,50000194,베이스메이크업,69.3759,DEMO_SIMULATION
2026-05-26,50000194,베이스메이크업,65.2585,DEMO_SIMULATION
2026-05-27,50000194,베이스메이크업,63.8724,DEMO_SIMULATION
2026-05-28,50000194,베이스메이크업,64.0951,DEMO_SIMULATION
2026-05-29,50000194,베이스메이크업,68.2044,DEMO_SIMULATION
2026-05-30,50000194,베이스메이크업,68.1014,DEMO_SIMULATION
2026-05-31,50000194,베이스메이크업,74.8964,DEMO_SIMULATION
2026-06-01,50000194,베이스메이크업,79.8217,DEMO_SIMULATION
2026-06-02,50000194,베이스메이크업,74.7232,DEMO_SIMULATION
2026-06-03,50000194,베이스메이크업,71.5278,DEMO_SIMULATION
2026-06-04,50000194,베이스메이크업,71.229,DEMO_SIMULATION
2026-06-05,50000194,베이스메이크업,73.2152,DEMO_SIMULATION
2026-06-06,50000194,베이스메이크업,73.02,DEMO_SIMULATION
2026-06-07,50000194,베이스메이크업,74.9373,DEMO_SIMULATION
2026-06-08,50000194,베이스메이크업,57.3016,DEMO_SIMULATION
2026-06-09,50000194,베이스메이크업,56.3678,DEMO_SIMULATION
2026-06-10,50000194,베이스메이크업,50.9079,DEMO_SIMULATION
2026-06-11,50000194,베이스메이크업,52.0304,DEMO_SIMULATION
2026-06-12,50000194,베이스메이크업,57.9643,DEMO_SIMULATION
2026-06-13,50000194,베이스메이크업,57.0078,DEMO_SIMULATION
2026-06-14,50000194,베이스메이크업,60.778,DEMO_SIMULATION
2026-06-15,50000194,베이스메이크업,63.8374,DEMO_SIMULATION
2026-06-16,50000194,베이스메이크업,52.2332,DEMO_SIMULATION
2026-06-17,50000194,베이스메이크업,55.6262,DEMO_SIMULATION
2026-06-18,50000194,베이스메이크업,50.445,DEMO_SIMULATION
2026-06-19,50000194,베이스메이크업,55.5258,DEMO_SIMULATION
2026-06-20,50000194,베이스메이크업,54.9376,DEMO_SIMULATION
2026-06-21,50000194,베이스메이크업,56.9703,DEMO_SIMULATION
2026-06-22,50000194,베이스메이크업,60.0913,DEMO_SIMULATION
2026-06-23,50000194,베이스메이크업,52.1838,DEMO_SIMULATION
2026-06-24,50000194,베이스메이크업,55.8482,DEMO_SIMULATION
2026-06-25,50000194,베이스메이크업,57.6963,DEMO_SIMULATION
2026-06-26,50000194,베이스메이크업,53.685,DEMO_SIMULATION
2026-06-27,50000194,베이스메이크업,52.6455,DEMO_SIMULATION
2026-06-28,50000194,베이스메이크업,57.1284,DEMO_SIMULATION
2026-06-29,50000194,베이스메이크업,61.3242,DEMO_SIMULATION
2026-06-30,50000194,베이스메이크업,57.1472,DEMO_SIMULATION
2026-07-01,50000194,베이스메이크업,41.9967,DEMO_SIMULATION
2026-07-02,50000194,베이스메이크업,42.0085,DEMO_SIMULATION
2026-07-03,50000194,베이스메이크업,46.4749,DEMO_SIMULATION
2026-07-04,50000194,베이스메이크업,43.1976,DEMO_SIMULATION
2026-07-05,50000194,베이스메이크업,45.6193,DEMO_SIMULATION
2026-07-06,50000194,베이스메이크업,48.299,DEMO_SIMULATION
2026-07-07,50000194,베이스메이크업,38.1656,DEMO_SIMULATION
2026-07-08,50000194,베이스메이크업,43.523,DEMO_SIMULATION
2026-07-09,50000194,베이스메이크업,46.5289,DEMO_SIMULATION
2026-07-10,50000194,베이스메이크업,39.7508,DEMO_SIMULATION
2026-07-11,50000194,베이스메이크업,43.6256,DEMO_SIMULATION
2026-07-12,50000194,베이스메이크업,50.4794,DEMO_SIMULATION
2026-07-13,50000194,베이스메이크업,52.9104,DEMO_SIMULATION
2026-07-14,50000194,베이스메이크업,46.7744,DEMO_SIMULATION
2026-07-15,50000194,베이스메이크업,43.7474,DEMO_SIMULATION
2026-07-16,50000194,베이스메이크업,41.2653,DEMO_SIMULATION
2026-07-17,50000194,베이스메이크업,43.2183,DEMO_SIMULATION
2026-07-18,50000194,베이스메이크업,43.7995,DEMO_SIMULATION
2026-07-19,50000194,베이스메이크업,51.7667,DEMO_SIMULATION
2026-07-20,50000194,베이스메이크업,48.776,DEMO_SIMULATION
2026-07-21,50000194,베이스메이크업,43.0801,DEMO_SIMULATION
2026-07-22,50000194,베이스메이크업,43.325,DEMO_SIMULATION
2026-07-23,50000194,베이스메이크업,45.9678,DEMO_SIMULATION
2026-07-24,50000194,베이스메이크업,43.9149,DEMO_SIMULATION
2026-07-25,50000194,베이스메이크업,40.1585,DEMO_SIMULATION
2026-07-26,50000194,베이스메이크업,51.9109,DEMO_SIMULATION
2026-07-27,50000194,베이스메이크업,51.5678,DEMO_SIMULATION
2026-07-28,50000194,베이스메이크업,45.9818,DEMO_SIMULATION
2026-07-29,50000194,베이스메이크업,39.6415,DEMO_SIMULATION
2026-07-30,50000194,베이스메이크업,43.5329,DEMO_SIMULATION
2026-07-31,50000194,베이스메이크업,38.8915,DEMO_SIMULATION
2026-08-01,50000194,베이스메이크업,35.2621,DEMO_SIMULATION
2026-08-02,50000194,베이스메이크업,39.2435,DEMO_SIMULATION
2026-08-03,50000194,베이스메이크업,36.2397,DEMO_SIMULATION
2026-08-04,50000194,베이스메이크업,36.4709,DEMO_SIMULATION
2026-08-05,50000194,베이스메이크업,31.3565,DEMO_SIMULATION
2026-08-06,50000194,베이스메이크업,37.7325,DEMO_SIMULATION
2026-08-07,50000194,베이스메이크업,35.7765,DEMO_SIMULATION
2026-08-08,50000194,베이스메이크업,31.8499,DEMO_SIMULATION
2026-08-09,50000194,베이스메이크업,38.7653,DEMO_SIMULATION
2026-08-10,50000194,베이스메이크업,38.8247,DEMO_SIMULATION
2026-08-11,50000194,베이스메이크업,32.5056,DEMO_SIMULATION
2026-08-12,50000194,베이스메이크업,36.4884,DEMO_SIMULATION
2026-08-13,50000194,베이스메이크업,31.3025,DEMO_SIMULATION
2026-08-14,50000194,베이스메이크업,29.9131,DEMO_SIMULATION
2026-08-15,50000194,베이스메이크업,37.122,DEMO_SIMULATION
2026-08-16,50000194,베이스메이크업,40.9158,DEMO_SIMULATION
2026-08-17,50000194,베이스메이크업,39.0065,DEMO_SIMULATION
2026-08-18,50000194,베이스메이크업,34.6586,DEMO_SIMULATION
2026-08-19,50000194,베이스메이크업,31.5623,DEMO_SIMULATION
2026-08-20,50000194,베이스메이크업,36.2059,DEMO_SIMULATION
2026-08-21,50000194,베이스메이크업,30.7086,DEMO_SIMULATION
2026-08-22,50000194,베이스메이크업,34.1552,DEMO_SIMULATION
2026-08-23,50000194,베이스메이크업,41.8043,DEMO_SIMULATION
2026-08-24,50000194,베이스메이크업,37.4605,DEMO_SIMULATION
2026-08-25,50000194,베이스메이크업,33.2011,DEMO_SIMULATION
2026-08-26,50000194,베이스메이크업,34.1762,DEMO_SIMULATION
2026-08-27,50000194,베이스메이크업,37.8582,DEMO_SIMULATION
2026-08-28,50000194,베이스메이크업,34.8232,DEMO_SIMULATION
2026-08-29,50000194,베이스메이크업,30.3994,DEMO_SIMULATION
2026-08-30,50000194,베이스메이크업,37.0655,DEMO_SIMULATION
2026-08-31,50000194,베이스메이크업,39.289,DEMO_SIMULATION
2026-09-01,50000194,베이스메이크업,45.901,DEMO_SIMULATION
2026-09-02,50000194,베이스메이크업,50.0008,DEMO_SIMULATION
2026-09-03,50000194,베이스메이크업,47.6135,DEMO_SIMULATION
2026-09-04,50000194,베이스메이크업,48.6494,DEMO_SIMULATION
2026-09-05,50000194,베이스메이크업,46.2339,DEMO_SIMULATION
2026-09-06,50000194,베이스메이크업,51.1714,DEMO_SIMULATION
2026-09-07,50000194,베이스메이크업,52.1886,DEMO_SIMULATION
2026-09-08,50000194,베이스메이크업,32.9886,DEMO_SIMULATION
2025-09-09,50000195,색조메이크업,24.5138,DEMO_SIMULATION
2025-09-10,50000195,색조메이크업,25.9898,DEMO_SIMULATION
2025-09-11,50000195,색조메이크업,28.1651,DEMO_SIMULATION
2025-09-12,50000195,색조메이크업,23.7222,DEMO_SIMULATION
2025-09-13,50000195,색조메이크업,23.3153,DEMO_SIMULATION
2025-09-14,50000195,색조메이크업,31.4978,DEMO_SIMULATION
2025-09-15,50000195,색조메이크업,31.7065,DEMO_SIMULATION
2025-09-16,50000195,색조메이크업,24.8429,DEMO_SIMULATION
2025-09-17,50000195,색조메이크업,26.0845,DEMO_SIMULATION
2025-09-18,50000195,색조메이크업,24.2698,DEMO_SIMULATION
2025-09-19,50000195,색조메이크업,30.0236,DEMO_SIMULATION
2025-09-20,50000195,색조메이크업,28.9161,DEMO_SIMULATION
2025-09-21,50000195,색조메이크업,36.4618,DEMO_SIMULATION
2025-09-22,50000195,색조메이크업,30.5711,DEMO_SIMULATION
2025-09-23,50000195,색조메이크업,31.0985,DEMO_SIMULATION
2025-09-24,50000195,색조메이크업,22.9123,DEMO_SIMULATION
2025-09-25,50000195,색조메이크업,27.6875,DEMO_SIMULATION
2025-09-26,50000195,색조메이크업,27.5348,DEMO_SIMULATION
2025-09-27,50000195,색조메이크업,30.033,DEMO_SIMULATION
2025-09-28,50000195,색조메이크업,33.0784,DEMO_SIMULATION
2025-09-29,50000195,색조메이크업,31.8803,DEMO_SIMULATION
2025-09-30,50000195,색조메이크업,26.4829,DEMO_SIMULATION
2025-10-01,50000195,색조메이크업,24.6681,DEMO_SIMULATION
2025-10-02,50000195,색조메이크업,20.2373,DEMO_SIMULATION
2025-10-03,50000195,색조메이크업,22.3665,DEMO_SIMULATION
2025-10-04,50000195,색조메이크업,22.6589,DEMO_SIMULATION
2025-10-05,50000195,색조메이크업,30.9418,DEMO_SIMULATION
2025-10-06,50000195,색조메이크업,32.7874,DEMO_SIMULATION
2025-10-07,50000195,색조메이크업,26.0979,DEMO_SIMULATION
2025-10-08,50000195,색조메이크업,24.7967,DEMO_SIMULATION
2025-10-09,50000195,색조메이크업,20.7788,DEMO_SIMULATION
2025-10-10,50000195,색조메이크업,19.6984,DEMO_SIMULATION
2025-10-11,50000195,색조메이크업,26.6697,DEMO_SIMULATION
2025-10-12,50000195,색조메이크업,26.4208,DEMO_SIMULATION
2025-10-13,50000195,색조메이크업,26.4743,DEMO_SIMULATION
2025-10-14,50000195,색조메이크업,25.0103,DEMO_SIMULATION
2025-10-15,50000195,색조메이크업,23.0482,DEMO_SIMULATION
2025-10-16,50000195,색조메이크업,26.0352,DEMO_SIMULATION
2025-10-17,50000195,색조메이크업,20.3584,DEMO_SIMULATION
2025-10-18,50000195,색조메이크업,26.6543,DEMO_SIMULATION
2025-10-19,50000195,색조메이크업,25.452,DEMO_SIMULATION
2025-10-20,50000195,색조메이크업,28.6924,DEMO_SIMULATION
2025-10-21,50000195,색조메이크업,27.163,DEMO_SIMULATION
2025-10-22,50000195,색조메이크업,23.3321,DEMO_SIMULATION
2025-10-23,50000195,색조메이크업,25.887,DEMO_SIMULATION
2025-10-24,50000195,색조메이크업,27.5066,DEMO_SIMULATION
2025-10-25,50000195,색조메이크업,26.4002,DEMO_SIMULATION
2025-10-26,50000195,색조메이크업,32.3445,DEMO_SIMULATION
2025-10-27,50000195,색조메이크업,31.4875,DEMO_SIMULATION
2025-10-28,50000195,색조메이크업,20.1387,DEMO_SIMULATION
2025-10-29,50000195,색조메이크업,21.1237,DEMO_SIMULATION
2025-10-30,50000195,색조메이크업,23.9093,DEMO_SIMULATION
2025-10-31,50000195,색조메이크업,22.1902,DEMO_SIMULATION
2025-11-01,50000195,색조메이크업,26.3984,DEMO_SIMULATION
2025-11-02,50000195,색조메이크업,30.9548,DEMO_SIMULATION
2025-11-03,50000195,색조메이크업,34.5967,DEMO_SIMULATION
2025-11-04,50000195,색조메이크업,26.7801,DEMO_SIMULATION
2025-11-05,50000195,색조메이크업,26.0171,DEMO_SIMULATION
2025-11-06,50000195,색조메이크업,24.2255,DEMO_SIMULATION
2025-11-07,50000195,색조메이크업,25.3488,DEMO_SIMULATION
2025-11-08,50000195,색조메이크업,27.7479,DEMO_SIMULATION
2025-11-09,50000195,색조메이크업,31.4109,DEMO_SIMULATION
2025-11-10,50000195,색조메이크업,35.3655,DEMO_SIMULATION
2025-11-11,50000195,색조메이크업,24.3181,DEMO_SIMULATION
2025-11-12,50000195,색조메이크업,25.819,DEMO_SIMULATION
2025-11-13,50000195,색조메이크업,23.4531,DEMO_SIMULATION
2025-11-14,50000195,색조메이크업,28.9024,DEMO_SIMULATION
2025-11-15,50000195,색조메이크업,24.9728,DEMO_SIMULATION
2025-11-16,50000195,색조메이크업,37.2884,DEMO_SIMULATION
2025-11-17,50000195,색조메이크업,34.7825,DEMO_SIMULATION
2025-11-18,50000195,색조메이크업,24.1459,DEMO_SIMULATION
2025-11-19,50000195,색조메이크업,25.5168,DEMO_SIMULATION
2025-11-20,50000195,색조메이크업,28.538,DEMO_SIMULATION
2025-11-21,50000195,색조메이크업,31.1213,DEMO_SIMULATION
2025-11-22,50000195,색조메이크업,24.2116,DEMO_SIMULATION
2025-11-23,50000195,색조메이크업,32.6083,DEMO_SIMULATION
2025-11-24,50000195,색조메이크업,34.5621,DEMO_SIMULATION
2025-11-25,50000195,색조메이크업,29.7375,DEMO_SIMULATION
2025-11-26,50000195,색조메이크업,30.3249,DEMO_SIMULATION
2025-11-27,50000195,색조메이크업,23.3752,DEMO_SIMULATION
2025-11-28,50000195,색조메이크업,28.7473,DEMO_SIMULATION
2025-11-29,50000195,색조메이크업,28.6844,DEMO_SIMULATION
2025-11-30,50000195,색조메이크업,31.7931,DEMO_SIMULATION
2025-12-01,50000195,색조메이크업,57.9222,DEMO_SIMULATION
2025-12-02,50000195,색조메이크업,56.3643,DEMO_SIMULATION
2025-12-03,50000195,색조메이크업,57.1291,DEMO_SIMULATION
2025-12-04,50000195,색조메이크업,50.5918,DEMO_SIMULATION
2025-12-05,50000195,색조메이크업,52.606,DEMO_SIMULATION
2025-12-06,50000195,색조메이크업,56.1872,DEMO_SIMULATION
2025-12-07,50000195,색조메이크업,60.2524,DEMO_SIMULATION
2025-12-08,50000195,색조메이크업,46.314,DEMO_SIMULATION
2025-12-09,50000195,색조메이크업,40.6312,DEMO_SIMULATION
2025-12-10,50000195,색조메이크업,34.2973,DEMO_SIMULATION
2025-12-11,50000195,색조메이크업,32.9468,DEMO_SIMULATION
2025-12-12,50000195,색조메이크업,38.0567,DEMO_SIMULATION
2025-12-13,50000195,색조메이크업,35.1268,DEMO_SIMULATION
2025-12-14,50000195,색조메이크업,41.2668,DEMO_SIMULATION
2025-12-15,50000195,색조메이크업,39.9954,DEMO_SIMULATION
2025-12-16,50000195,색조메이크업,39.4292,DEMO_SIMULATION
2025-12-17,50000195,색조메이크업,38.8333,DEMO_SIMULATION
2025-12-18,50000195,색조메이크업,34.655,DEMO_SIMULATION
2025-12-19,50000195,색조메이크업,37.1702,DEMO_SIMULATION
2025-12-20,50000195,색조메이크업,39.6,DEMO_SIMULATION
2025-12-21,50000195,색조메이크업,45.7385,DEMO_SIMULATION
2025-12-22,50000195,색조메이크업,42.7544,DEMO_SIMULATION
2025-12-23,50000195,색조메이크업,40.6463,DEMO_SIMULATION
2025-12-24,50000195,색조메이크업,40.749,DEMO_SIMULATION
2025-12-25,50000195,색조메이크업,37.3003,DEMO_SIMULATION
2025-12-26,50000195,색조메이크업,35.1834,DEMO_SIMULATION
2025-12-27,50000195,색조메이크업,37.672,DEMO_SIMULATION
2025-12-28,50000195,색조메이크업,46.2026,DEMO_SIMULATION
2025-12-29,50000195,색조메이크업,42.7952,DEMO_SIMULATION
2025-12-30,50000195,색조메이크업,40.7039,DEMO_SIMULATION
2025-12-31,50000195,색조메이크업,34.1459,DEMO_SIMULATION
2026-01-01,50000195,색조메이크업,48.0178,DEMO_SIMULATION
2026-01-02,50000195,색조메이크업,48.1802,DEMO_SIMULATION
2026-01-03,50000195,색조메이크업,47.1868,DEMO_SIMULATION
2026-01-04,50000195,색조메이크업,60.9878,DEMO_SIMULATION
2026-01-05,50000195,색조메이크업,60.2775,DEMO_SIMULATION
2026-01-06,50000195,색조메이크업,47.0709,DEMO_SIMULATION
2026-01-07,50000195,색조메이크업,54.0088,DEMO_SIMULATION
2026-01-08,50000195,색조메이크업,55.0758,DEMO_SIMULATION
2026-01-09,50000195,색조메이크업,51.5498,DEMO_SIMULATION
2026-01-10,50000195,색조메이크업,51.7403,DEMO_SIMULATION
2026-01-11,50000195,색조메이크업,61.2134,DEMO_SIMULATION
2026-01-12,50000195,색조메이크업,53.8427,DEMO_SIMULATION
2026-01-13,50000195,색조메이크업,52.4574,DEMO_SIMULATION
2026-01-14,50000195,색조메이크업,47.204,DEMO_SIMULATION
2026-01-15,50000195,색조메이크업,51.8367,DEMO_SIMULATION
2026-01-16,50000195,색조메이크업,54.364,DEMO_SIMULATION
2026-01-17,50000195,색조메이크업,48.2359,DEMO_SIMULATION
2026-01-18,50000195,색조메이크업,59.6759,DEMO_SIMULATION
2026-01-19,50000195,색조메이크업,60.9917,DEMO_SIMULATION
2026-01-20,50000195,색조메이크업,47.7679,DEMO_SIMULATION
2026-01-21,50000195,색조메이크업,47.3939,DEMO_SIMULATION
2026-01-22,50000195,색조메이크업,50.4628,DEMO_SIMULATION
2026-01-23,50000195,색조메이크업,52.9903,DEMO_SIMULATION
2026-01-24,50000195,색조메이크업,49.3785,DEMO_SIMULATION
2026-01-25,50000195,색조메이크업,58.8042,DEMO_SIMULATION
2026-01-26,50000195,색조메이크업,54.1292,DEMO_SIMULATION
2026-01-27,50000195,색조메이크업,52.2624,DEMO_SIMULATION
2026-01-28,50000195,색조메이크업,50.593,DEMO_SIMULATION
2026-01-29,50000195,색조메이크업,49.9318,DEMO_SIMULATION
2026-01-30,50000195,색조메이크업,54.4211,DEMO_SIMULATION
2026-01-31,50000195,색조메이크업,49.917,DEMO_SIMULATION
2026-02-01,50000195,색조메이크업,67.5707,DEMO_SIMULATION
2026-02-02,50000195,색조메이크업,71.8753,DEMO_SIMULATION
2026-02-03,50000195,색조메이크업,68.6496,DEMO_SIMULATION
2026-02-04,50000195,색조메이크업,68.2221,DEMO_SIMULATION
2026-02-05,50000195,색조메이크업,63.903,DEMO_SIMULATION
2026-02-06,50000195,색조메이크업,65.4803,DEMO_SIMULATION
2026-02-07,50000195,색조메이크업,67.069,DEMO_SIMULATION
2026-02-08,50000195,색조메이크업,68.6515,DEMO_SIMULATION
2026-02-09,50000195,색조메이크업,70.4632,DEMO_SIMULATION
2026-02-10,50000195,색조메이크업,64.5321,DEMO_SIMULATION
2026-02-11,50000195,색조메이크업,64.9918,DEMO_SIMULATION
2026-02-12,50000195,색조메이크업,60.4432,DEMO_SIMULATION
2026-02-13,50000195,색조메이크업,65.5938,DEMO_SIMULATION
2026-02-14,50000195,색조메이크업,65.4207,DEMO_SIMULATION
